"Zespół „Górnik Zabrze” grał w finale Pucharu Zdobywców Pucharów w 1970 roku. Z kim?";"Manchester City";"Sport: Piłka Nożna"
"Gdzie i w którym roku odbyły się pierwsze Mistrzostwa Świata w piłce nożnej?";"W Urugwaju w 1930 roku";"Sport: Piłka Nożna"
"Umysłowe łamanie zasad gry, np. w piłce nożnej, to…?";"Faul";"Sport: Piłka Nożna"
"Jaki trener prowadził kadrę, gdy Polska zdobyła srebro na IO 1976 w Montrealu?";"Kazimierz Górski";"Sport: Piłka Nożna"
"Polak – król strzelców MŚ 1974 to…?";"Grzegorz Lato";"Sport: Piłka Nożna"
"Ile razy Urugwaj był mistrzem świata w piłce nożnej?";"2 razy (1930, 1950)";"Sport: Piłka Nożna"
"Z ilu graczy składa się drużyna piłki nożnej?";"Z 11 graczy";"Sport: Piłka Nożna"
"Kto był kapitanem Argentyny, która wygrała MŚ 1986?";"Diego Maradona";"Sport: Piłka Nożna"
"W której włoskiej drużynie grał po MŚ 1982 Zbigniew Boniek?";"Juventus Turyn";"Sport: Piłka Nożna"
"Grażyna Rabsztyn to polska lekkoatletka, która ustanawiała rekordy świata. W jakiej dyscyplinie sportu?";"Bieg na 100 m przez płotki";"Sport: Rekordy i Rekordziści"
"Na lekkoatletycznych mistrzostwach świata w Göteborgu przekroczono kolejną barierę w trójskoku – ile metrów wynosiła ta bariera?";"18 m (now y rekord świata wynosi 18,29 m)";"Sport: Rekordy i Rekordziści"
"Irena Szewińska na igrzyskach w Montrealu w 1976 r. ustanowiła rekord świata. W której konkurencji tego dokonała?";"W biegu na 400 m";"Sport: Rekordy i Rekordziści"
"Amerykański skoczek w dal Bob Beamon uzyskał fenomenalny wynik na igrzyskach w Meksyku. Jak długi był ten rekordowy skok?";"8,90 m";"Sport: Rekordy i Rekordziści"
"Ukraiński tyczkarz, który jako pierwszy pokonał wysokość 6 m, to…?";"Siergiej Bubka";"Sport: Rekordy i Rekordziści"
"Władysław Kozakiewicz zdobył złoto olimpijskie w Moskwie. Czy w czasie tego konkursu ustanowił rekord świata?";"Tak (5,78 m)";"Sport: Rekordy i Rekordziści"
"Rekordzista w liczbie złotych medali na olimpiadzie w Monachium był amerykański pływak Mark Spitz. Ile medali zdobył?";"7 (siedem)";"Sport: Rekordy i Rekordziści"
"Włoski sprinter, który przez lata był rekordzistą świata w biegu na 200 m, to…?";"Pietro Mennea";"Sport: Rekordy i Rekordziści"
"Na olimpiadzie w Atlancie Kanadyjczyk Donovan Bailey zdobył złoto i ustanowił rekord świata. W której konkurencji?";"W biegu na 100 m";"Sport: Rekordy i Rekordziści"
"Waldemar Baszanowski był wielokrotnym rekordzistą świata w swojej konkurencji. W której?";"W podnoszeniu ciężarów";"Sport: Rekordy i Rekordziści"
"Denis Pankratow – rosyjski zawodnik, rekordzista z Atlanty. W jakiej dyscyplinie?";"W pływaniu (styl: delfin)";"Sport: Rekordy i Rekordziści"
"Janusz Sidło był rekordzistą świata. W której dyscyplinie?";"W rzucie oszczepem";"Sport: Rekordy i Rekordziści"
"Jacek Wszoła z wynikiem 2,35 m był rekordzistą świata. Co to za konkurencja?";"Skok wzwyż";"Sport: Rekordy i Rekordziści"
"Józef Szmidt – rekordzista świata i dwukrotny mistrz olimpijski. W której konkurencji?";"W trójskoku";"Sport: Rekordy i Rekordziści"
"Fenomenalny bokser węgierski, trzykrotny mistrz olimpijski, uważany za rekordzistę. Jak się nazywa?";"Laszlo Papp";"Sport: Rekordy i Rekordziści"
"Kim z zawodu był św. Łukasz, autor Ewangelii i Dziejów Apostolskich?";"Był lekarzem";"Święci"
"W katedrze gnieźnieńskiej znajdują się tzw. „Drzwi Gnieźnieńskie” przedstawiające życie pewnego świętego. Jak brzmi jego imię?";"Św. Wojciech";"Święci"
"Jak nazywał się papież, który w VI w. zebrał i uporządkował śpiewy kościelne?";"Św. Grzegorz I Wielki";"Święci"
"Patronem którego państwa jest św. Patryk?";"Irlandii";"Święci"
"Kto pomógł nieść krzyż Jezusowi w drodze na Golgotę?";"Szymon z Cyreny";"Święci"
"Który święty jest patronem tancerzy i akrobatów?";"Św. Wit";"Święci"
"Kto oddał życie za Franciszka Gajowniczka w Auschwitz?";"Św. Maksymilian Kolbe";"Święci"
"Jak miała na imię matka św. Jana Chrzciciela?";"Elżbieta";"Święci"
"Jak brzmi nazwisko św. Ignacego, założyciela zakonu jezuitów?";"Loyola";"Święci"
"Jak miał na imię pierwszy papież?";"Św. Piotr";"Święci"
"Kto jest patronem kierowców i podróżnych?";"Św. Krzysztof";"Święci"
"Jakiej narodowości był św. Jan Bosko?";"Był Włochem";"Święci"
"Jak nazywa się świetlisty otok wokół postaci świętych?";"Aureola";"Święci"
"O jakim świętym, synu św. Moniki, mowa: biskup Hippony, doktor Kościoła?";"O św. Augustynie";"Święci"
"Jak nazywa się święty związany z Asyżem?";"Św. Franciszek";"Święci"
"Z którego państwa pochodzi tango?";"Z Argentyny";"Taniec i Balet"
"Kto skomponował muzykę do baletu „Śpiąca królewna” według bajki Charlesa Perraulta?";"Piotr Czajkowski";"Taniec i Balet"
"Narodowy taniec węgierski to…?";"Czardasz";"Taniec i Balet"
"Jak nazywa się kompozytor polski I połowy XX w., autor baletu „Harnasie”?";"Karol Szymanowski";"Taniec i Balet"
"Kto jest założycielem słynnej pantomimy wrocławskiej?";"Henryk Tomaszewski";"Taniec i Balet"
"Jak nazywa się słynny tancerz rosyjski polskiego pochodzenia, autor choreografii m.in. do prapremierowego wykonania „Święta wiosny”?";"Wacław Niżyński";"Taniec i Balet"
"Jak nazywa się słynny rosyjski tancerz i baletmistrz, odtwórca głównej roli w amerykańskim filmie „Białe noce”?";"Michaił Barysznikow";"Taniec i Balet"
"Z którego państwa wywodzi się kankan?";"Z Francji";"Taniec i Balet"
"Libretto „West Side Story”, musicalu L. Bernsteina, nawiązuje do znanego dramatu. Którego?";"„Romeo i Julia”";"Taniec i Balet"
"Skąd pochodzi żywy, rytmiczny taniec – flamenco?";"Z Hiszpanii";"Taniec i Balet"
"Jak nazywa się francuski taniec figurowy, popularny w XIX w., tańczony w grupach złożonych z dwóch lub czterech par tworzących kwadrat?";"Kadryl";"Taniec i Balet"
"Który polski reżyser wystawił z zespołem gdyńskiego Teatru Muzycznego rock-operę „Jesus Christ Superstar”?";"Jerzy Gruza";"Taniec i Balet"
"Tancerka amerykańska pochodzenia irlandzkiego, propagatorka tzw. tańca wyzwolonego, żyła w latach 1878–1927. O kim mowa?";"O Isadorze Duncan";"Taniec i Balet"
"Tancerz polski urodzony w 1944 r., solista m.in. baletu Teatru Wielkiego w Warszawie i Baletu XX Wieku. Jak brzmi jego nazwisko?";"Gerard Wilk";"Taniec i Balet"
"Kto jest kompozytorem baletu „Spartakus”?";"Aram Chaczaturian";"Taniec i Balet"
"Jak nazywa się nakładana na twarz lub głowę, wydłubana w drzewie bądź innym tworzywie stylizowana twarz ludzka lub zwierzęca?";"Maska";"Teatr Współczesny"
"Obywatelem którego państwa był bohater słynnego dramatu Szekspira – książę Hamlet?";"Danii";"Teatr Współczesny"
"Rodzaj widowiska teatralnego, w którym treść przekazywana jest bez słów, za pomocą gestów to…?";"Pantomima";"Teatr Współczesny"
"W którym mieście działa Teatr Stary im. Heleny Modrzejewskiej?";"W Krakowie";"Teatr Współczesny"
"Nō, Kabuki i Bunraku – trzy główne rodzaje teatru którego państwa?";"Japonii";"Teatr Współczesny"
"Jak ma na imię główny bohater dramatu Juliusza Słowackiego „Kordian”?";"Kordian";"Teatr Współczesny"
"Luksusowe pomieszczenie na widowni teatralnej, przeznaczone zwykle dla kilku osób to…?";"Loża";"Teatr Współczesny"
"Czym w teatrze zajmuje się sufler?";"Podpowiadaniem";"Teatr Współczesny"
"Kto jest autorem komedii „Skąpiec”?";"Molier";"Teatr Współczesny"
"Kto stworzył słynny polski teatr „Laboratorium Trzynastu Rzędów”?";"Jerzy Grotowski";"Teatr Współczesny"
"O co toczy się spór w dramacie Aleksandra Fredry „Zemsta”?";"O mur graniczny";"Teatr Współczesny"
"Jak nazywa się teatr Tadeusza Kantora?";"Cricot 2";"Teatr Współczesny"
"Jak zatytułowany jest pierwszy wystawiony w 1956 roku dramat Tadeusza Różewicza?";"„Kartoteka”";"Teatr Współczesny"
"Imię którego reżysera, wieloletniego dyrektora, nosi Teatr Powszechny w Warszawie?";"Zygmunta Hübnera";"Teatr Współczesny"
"Który z angielskich królów w dramacie Szekspira woła: „Królestwo za konia!”?";"Ryszard III";"Teatr Współczesny"
"Na kanwie sztuki George’a Bernarda Shawa powstało libretto musicalu „My Fair Lady”. Proszę podać tytuł tej sztuki Shawa.";"„Pigmalion”";"Teatr: Historia"
"Jak nazywały się specjalne buty podwyższające sylwetkę aktora w starożytnym teatrze greckim?";"Koturny";"Teatr: Historia"
"Jak nazywa się grecka muza tragedii?";"Melpomene (Melpomena)";"Teatr: Historia"
"Słowo „harpagon” weszło do języka z komedii Moliera. Jaki tytuł nosi ta sztuka?";"„Skąpiec”";"Teatr: Historia"
"Jaką charakterystyczną cechę wyglądu ma Cyrano de Bergerac – bohater dramatu Edmunda Rostanda?";"Wielkim nosem";"Teatr: Historia"
"Które przedstawienie Teatru Narodowego zdjęto z afisza na początku 1968 roku?";"„Dziady” Adama Mickiewicza w reż. Kazimierza Dejmka";"Teatr: Historia"
"Jaki pseudonim przyjął aktor Ludwik Napoleon Sosnowski?";"Ludwik Solski";"Teatr: Historia"
"Dramaturg francuski (1732–1799), autor komedii „Cyrulik Sewilski” i „Wesele Figara”, to…?";"Pierre Augustin Caron de Beaumarchais";"Teatr: Historia"
"Polski aktor, zmarły w 1943 r., znany z roli w filmie „Znachor” i związany z Teatrem Polskim w Warszawie, to…?";"Junosza Kazimierz Stepowski";"Teatr: Historia"
"W którym mieście odbył się amerykański debiut Heleny Modrzejewskiej?";"W San Francisco";"Teatr: Historia"
"Ludwik Solski zasłynął jako Stary Wiarus. Z którego dramatu Stanisława Wyspiańskiego pochodzi ta postać?";"Z „Warszawianki”";"Teatr: Historia"
"Jak nazywa się warszawski teatr bajkowy założony w 1928 roku (dziś Teatr Lalki i Aktora)?";"„Baj”";"Teatr: Historia"
"W którym roku (dzień i miesiąc) odbyła się premiera „Wesela” Wyspiańskiego?";"16 marca 1901 roku";"Teatr: Historia"
"Podczas występu w jakiej komedii Molier zasłabł i wkrótce zmarł?";"„Chory z urojenia” – satyra na lekarzy";"Teatr: Historia"
"W sztuce Bertolta Brechta bogowie szukają dobrego człowieka w pewnej chińskiej prowincji. Gdzie?";"W Syczuanie ( „Dobry człowiek z Seczuanu” )";"Teatr: Historia"
"Jak nazywamy proces nasycania cieczy gazem, stosowany np. w produkcji wód gazowanych? Słowo pochodzi z łaciny.";"Saturacja";"Technologia"
"Niszczenie tworzyw w wyniku oddziaływań chemicznych i fizykochemicznych otaczającego środowiska nazwano od łacińskiego słowa oznaczającego „gryzienie”. Jak nazywa się ten proces?";"Korozja";"Technologia"
"Jak nazywa się koło, które wyrównuje bieg maszyny dzięki swej dużej masie i momentowi bezwładności?";"Koło zamachowe";"Technologia"
"Termin ten zapożyczono z języka greckiego, oznacza naukę o metodach przeróbki i obróbki materiałów. Jaki to termin?";"Technologia";"Technologia"
"Jak nazywa się zjawisko zmniejszania się wytrzymałości materiału przy długotrwałych obciążeniach zmiennych?";"Zmęczenie materiału";"Technologia"
"Wycinanie rowków w wyrobach papierniczych w miejscach zginania to…?";"Bigowanie";"Technologia"
"Urządzenie do wbijania w grunt pali za pomocą ciężkiego stalowego bloku, swobodnie opuszczanego i podnoszonego przez wyciągarkę, to…?";"Kafar (baba)";"Technologia"
"Jak nazywa się poddawanie tkaniny kilkakrotnie na przemian działaniu nasyconej pary i suszeniu (np. podczas prasowania)?";"Dekatyzowanie";"Technologia"
"Któremu procesowi należy poddać ropę naftową, aby otrzymać z niej użyteczne produkty?";"Rafinacji";"Technologia"
"Jak brzmi nazwisko konstruktora pierwszego silnika wysokoprężnego o samoczynnym zapłonie na olej napędowy?";"Rudolf Diesel";"Technologia"
"Elementy maszyn podtrzymujące obracające się wały lub osie i zmniejszające tarcie nazywają się…?";"Łożyskami";"Technologia"
"Jak nazywa się rzemiosło związane z odlewami z brązu, miedzi i mosiądzu (dzwony, działa itd.)?";"Ludwisarstwo";"Technologia"
"Zakład przemysłu drzewnego, w którym piłuje się kłody na tarcicę i dokonuje jej przerobu, nazywamy…?";"Tartakiem";"Technologia"
"Mieszanina kruszywa, cementu i wody to…?";"Beton";"Technologia"
"Jak nazywa się urządzenie montowane w domach lub samochodach, które utrzymuje stałą temperaturę i wilgotność powietrza?";"Klimatyzator";"Technologia"
"Kto był pierwszym przewodniczącym Krajowej Rady Radiofonii i Telewizji?";"Marek Markiewicz";"Telewizja"
"Jakie imiona noszą państwo Gucwińscy, autorzy programu „Z kamerą wśród zwierząt”?";"Hanna i Antoni";"Telewizja"
"Kto wymyślił i stworzył Muppety?";"Jim Henson";"Telewizja"
"W którym roku odbyła się pierwsza emisja telewizyjna w Warszawie?";"W 1938 roku";"Telewizja"
"Jerzy Wasowski i Jeremi Przybora stworzyli popularny program TV. Jaki był jego tytuł?";"„Kabaret Starszych Panów”";"Telewizja"
"W którym roku powstał II Program Telewizji Polskiej?";"W 1970 roku";"Telewizja"
"Jaki system telewizji kolorowej przyjęto w Polsce 10 lipca 1969 r.?";"SECAM";"Telewizja"
"Jak nazywa się teleturniej prowadzony przez Stanisława Rystera?";"„Wielka gra”";"Telewizja"
"Jaki tytuł nosił serial o miłości plantatora i niewolnicy?";"„Niewolnica Isaura”";"Telewizja"
"Jaki tytuł nosił serial z porucznikiem Borewiczem granym przez Bronisława Cieślaka?";"„07 zgłoś się”";"Telewizja"
"Jak ma na imię najlepszy przyjaciel pszczółki Mai?";"Gucio";"Telewizja"
"Kto był telewizyjnym „Wicherkem” – słynnym prezenterem pogody?";"Czesław Nowicki";"Telewizja"
"Kto prowadzi program „Ojczyzna – polszczyzna”?";"prof. Jan Miodek";"Telewizja"
"Kto został prezesem TVP po Wiesławie Walendziaku?";"Ryszard Miazek";"Telewizja"
"Kto grał główną rolę w serialu „Stawka większa niż życie”?";"Stanisław Mikulski";"Telewizja"
"W którym wieku zastosowano po raz pierwszy maszynę parową do poruszania statku?";"W XIX wieku";"Transport"
"Który popularny samochód produkowany jest najdłużej na świecie na masową skalę?";"Volkswagen „Garbus”";"Transport"
"Jak nazywa się zwierzę używane w Tybecie do transportu? Jego nazwa jest taka sama jak nazwa jednego z samolotów?";"JAK";"Transport"
"Jak nazywa się umowa o wynajęcie samolotu na określony lot lub czas?";"Czarter";"Transport"
"W którym mieście europejskim po raz pierwszy ruszyło metro?";"W Londynie";"Transport"
"Na terenie którego państwa znajduje się najdłuższy kanał żeglowny na świecie?";"Stanów Zjednoczonych Ameryki Północnej (Nowy Jork – Wielkie Jeziora)";"Transport"
"Jak nazywa się włoska magistrala samochodowa o międzynarodowym znaczeniu turystycznym, łącząca Mediolan, Rzym i Neapol?";"Autostrada Słońca (Autostrada del Sol)";"Transport"
"W którym państwie uruchomiono pierwszą linię kolejową?";"W Wielkiej Brytanii";"Transport"
"Co to jest cargo?";"Ładunek statku morskiego";"Transport"
"Do którego państwa prowadzi z Europy „szlak jedwabny”?";"Do Chin";"Transport"
"Jak nazywa się grupa kupców lub podróżnych wędrująca przez step lub pustynię wraz ze zwierzętami jucznymi obarczonymi ładunkiem towarów?";"Karawana";"Transport"
"Wymień pięć europejskich stolic, w których kursuje metro.";"Paryż, Moskwa, Rzym, Londyn, Praga, Wiedeń, Madryt, Bukareszt, Budapeszt, Warszawa";"Transport"
"Jak nazywają się niskie sanki służące do przewożenia rannych w górach?";"Tobogan";"Transport"
"Jak nazywa się łódź spacerowa służąca do transportu ludzi i towarów na kanałach Wenecji?";"Gondola";"Transport"
"Autobus napędzany prądem, pobierający energię z wiszących przewodów jezdnych to…?";"Trolejbus";"Transport"
"Jak nazywała się waluta obowiązująca w II Rzeczypospolitej przed reformą Grabskiego i wprowadzeniem złotego?";"Marka (polska)";"Waluty Świata"
"Podobizna którego prezydenta Stanów Zjednoczonych widnieje na banknocie jednodolarowym?";"George’a Washingtona";"Waluty Świata"
"Jak nazywa się działanie zmierzające do przywrócenia jednostce monetarnej dawnej wartości?";"Rewaloryzacja";"Waluty Świata"
"Jak nazywa się waluta obowiązująca w Tajlandii?";"Baht";"Waluty Świata"
"Waluty którego z sąsiednich państw używają mieszkańcy Liechtensteinu?";"Franka szwajcarskiego (Szwajcarii)";"Waluty Świata"
"Która europejska waluta ma najwyższą jednostkową wartość?";"Funt szterling";"Waluty Świata"
"Jak nazywa się jednostka waluty Indii, Nepalu i Pakistanu?";"Rupia";"Waluty Świata"
"Proszę podać nazwę waluty używanej w USA, Australii, Kanadzie i Nowej Zelandii.";"Dolar";"Waluty Świata"
"Podstawowa jednostka pieniężna w Japonii to …?";"Jen";"Waluty Świata"
"Które dwa państwa europejskie używają groszy jako podjednostki waluty?";"Austria i Polska";"Waluty Świata"
"Wizerunek którego króla znajduje się na nowym banknocie 100-złotowym?";"Władysław II Jagiełło";"Waluty Świata"
"Na jakie mniejsze jednostki dzieli się korona duńska i korona szwedzka?";"Öre";"Waluty Świata"
"Ile szylingów liczył przed 1970 rokiem funt szterling?";"20";"Waluty Świata"
"Któremu banknotowi ze starej emisji odpowiada dzisiejsza moneta pięciozłotowa?";"50 000 zł";"Waluty Świata"
"Który z franków – francuski, szwajcarski czy belgijski – ma największą wartość?";"Frank szwajcarski";"Waluty Świata"
"Proszę podać imię i nazwisko generała, twórcy legionów polskich we Włoszech w epoce napoleońskiej?";"Jan Henryk Dąbrowski";"Wielcy Wodzowie i Przywódcy"
"Który z wielkich wodzów starożytności zasłynął tym, że w wojnie przeciwko Rzymowi użył bojowych słoni, które przeprowadził przez Alpy?";"Hannibal";"Wielcy Wodzowie i Przywódcy"
"Romuald Traugutt był przywódcą powstania polskiego. Którego?";"Powstania styczniowego";"Wielcy Wodzowie i Przywódcy"
"Wielki niemiecki polityk, kanclerz Republiki Federalnej Niemiec w latach 1949–63, zwolennik jej integracji z Europą Zachodnią nazywał się…?";"Konrad Adenauer";"Wielcy Wodzowie i Przywódcy"
"General Dwight Eisenhower został wybrany 34. prezydentem USA w listopadzie 1952 roku. Kiedy rozpoczął urzędowanie w Białym Domu?";"20 stycznia 1953 roku";"Wielcy Wodzowie i Przywódcy"
"Przywódcę tureckich reform, który w 1922 roku obalił sułtanat i przekształcił Turcję w republikę, w 1934 roku uhonorowano parlamentarnym nazwiskiem „Ojciec Turków”. Jak ono brzmi?";"(Kemal) Atatürk";"Wielcy Wodzowie i Przywódcy"
"Kto był przywódcą Wolnych Francuzów w czasie II wojny światowej?";"Generał Charles de Gaulle";"Wielcy Wodzowie i Przywódcy"
"Jak nazywa się wyspa, która była miejscem zesłania Napoleona I Bonapartego po jego pierwszej abdykacji w 1814 roku?";"Elba";"Wielcy Wodzowie i Przywódcy"
"Jak nazywał się włoski „Duce”, faszystowski przywódca?";"Benito Mussolini";"Wielcy Wodzowie i Przywódcy"
"Z którego lotniska wystartował generał Sikorski w swój ostatni lot?";"Z Gibraltaru";"Wielcy Wodzowie i Przywódcy"
"Jeden z dowódców francuskich w I wojnie światowej był marszałkiem Francji, Wielkiej Brytanii i Polski. Proszę podać jego nazwisko.";"(Ferdinand) Foch";"Wielcy Wodzowie i Przywódcy"
"Kto dowodził wojskiem polskim, które z ZSRR przeszło przez Iran, Irak aż do Palestyny?";"Generał Władysław Anders";"Wielcy Wodzowie i Przywódcy"
"Jak nazywa się angielski korsarz, nobilitowany przez królową Elżbietę I i podniesiony do godności wiceadmirała, dzięki któremu Anglia uzyskała panowanie na morzu?";"(Francis) Drake";"Wielcy Wodzowie i Przywódcy"
"Admiral Chester William Nimitz w II wojnie światowej był szefem sztabu amerykańskiej floty na Oceanie Atlantyckim. Jaką funkcję sprawował podczas II wojny światowej?";"Dowódcy floty USA na Oceanie Spokojnym (1941–1945)";"Wielcy Wodzowie i Przywódcy"
"Włoski generał, bojownik o wyzwolenie i zjednoczenie Włoch, żył w latach 1807–1882. O kim mowa?";"Giuseppe Garibaldi";"Wielcy Wodzowie i Przywódcy"
"Ile lat trwała I wojna światowa?";"4 lata (1914 – 1918)";"I Wojna Światowa"
"W którym mieście w czasie I wojny światowej więziono Józefa Piłsudskiego?";"W Magdeburgu";"I Wojna Światowa"
"Kto w 1918 r. ogłosił 14-punktowy program pokojowy?";"Prezydent USA Woodrow Wilson";"I Wojna Światowa"
"Czy Stany Zjednoczone brały udział w I wojnie światowej?";"Tak, włączyły się w 1917 roku";"I Wojna Światowa"
"Które państwo pierwsze użyło gazów bojowych (bitwa pod Ypres 1915)?";"Niemcy";"I Wojna Światowa"
"Czy Dania uczestniczyła w I wojnie światowej?";"Nie, zachowała neutralność";"I Wojna Światowa"
"Jak nazywał się gaz bojowy pierwszy raz użyty pod Ypres?";"Iperyt";"I Wojna Światowa"
"Co oznacza pojęcie „plan Schlieffena”?";"Zaatakowanie Francji przez neutralną Belgię (wojna na dwa fronty)";"I Wojna Światowa"
"Dlaczego po wojnie podpisano pięć traktatów pokojowych, skoro państw centralnych było cztery?";"Osobny traktat zawarto z Węgrami, które oddzieliły się od Austrii";"I Wojna Światowa"
"Po której stronie walczyły Włochy – państw centralnych czy ententy?";"Na początku po stronie trójprzymierza (centralnych), później przystąpiły do ententy";"I Wojna Światowa"
"Jakie wydarzenie stało się bezpośrednim pretekstem do wybuchu wojny?";"Zamordowanie arcyksięcia Franciszka Ferdynanda w Sarajewie";"I Wojna Światowa"
"Jak nazywał się sojusz Niemiec, Austro-Węgier i Włoch z 1882 r.?";"Trójprzymierze (państwa centralne)";"I Wojna Światowa"
"Jak nazywał się blok Francji, Rosji i Wielkiej Brytanii przeciwko trójprzymierzu?";"Ententa (trójporozumienie)";"I Wojna Światowa"
"Która koalicja wygrała I wojnę światową – trójprzymierze czy trójporozumienie?";"Trójporozumienie, ententa";"I Wojna Światowa"
"Po której stronie walczyła Serbia w I wojnie światowej?";"Po stronie ententy (trójporozumienia)";"I Wojna Światowa"
"Kto podpisał akt kapitulacji ze strony Niemiec 7 maja 1945 roku?";"Generał Alfred Jodl";"II Wojna Światowa"
"Bitwa o Midway to walka pomiędzy japońskimi i amerykańskimi lotniskowcami. Ile lotniskowców stracili Japończycy w tej bitwie?";"Stracili 4 lotniskowce";"II Wojna Światowa"
"Którą wyspę Morza Śródziemnego wykorzystali Anglicy w czasie II wojny światowej jako bazę morską i lotniczą?";"Maltę";"II Wojna Światowa"
"W którym roku hitlerowcy aresztowali pierwszego Komendanta Głównego AK Stefana Roweckiego, ps. „Grot”?";"W 1943 roku";"II Wojna Światowa"
"Jaki kryptonim nosił projekt stworzenia przez USA bomby atomowej w czasie II wojny światowej?";"Manhattan";"II Wojna Światowa"
"Jak nazywał się system umocnień obronnych długości ok. 4000 km, zbudowany przez Niemców w II wojnie światowej dla ochrony Europy Zachodniej od strony morza?";"Wał Atlantycki (ok. 4 tys. km)";"II Wojna Światowa"
"Gdzie mieściła się baza polskiej Marynarki Wojennej w chwili wybuchu II wojny światowej?";"Na Oksywiu (Gdynia)";"II Wojna Światowa"
"Jak nazywał się marszałek, który w imieniu ZSRR przyjął kapitulację hitlerowskich Niemiec?";"Marszałek Gieorgij Żukow (1896-1974)";"II Wojna Światowa"
"Jan Bytnar „Rudy” i Tadeusz Zawadzki to harcerze z Szarych Szeregów. Jaki pseudonim miał Tadeusz Zawadzki?";"„Zośka” (zginął w 1943 roku w akcji pod Sieczychami)";"II Wojna Światowa"
"Kto na mocy testamentu politycznego Adolfa Hitlera z 29 kwietnia 1945 roku został jego następcą?";"Admirał Karl Dönitz";"II Wojna Światowa"
"W maju 1941 roku flota brytyjska zatopiła flagowy okręt Kriegsmarine, przy współudziale niszczyciela „Piorun”. O który okręt chodzi?";"„Bismarck”";"II Wojna Światowa"
"Midway to atol, gdzie flota USA zwyciężyła w 1942 roku flotę japońską. W którym archipelagu leży ten atol?";"W archipelagu Hawaje";"II Wojna Światowa"
"Który generał niemiecki został w 1941 roku mianowany dowódcą Afrika Korps?";"Erwin Rommel";"II Wojna Światowa"
"W 1942 roku zatopiono flotę francuską, by nie przejęli jej Niemcy. Gdzie to było?";"W Tulonie";"II Wojna Światowa"
"Czy w momencie wejścia Armii Czerwonej do Polski we wrześniu 1939 roku strony wypowiedziały sobie wojnę?";"Nie";"II Wojna Światowa"
"W którym państwie wynaleziono papier?";"W Chinach";"Wynalazki"
"Jak nazywa się wynalazca zwany „czarodziejem z Menlo Park”?";"Tomasz Alva Edison";"Wynalazki"
"Nazwisko konstruktora lokomotywy parowej?";"Georges Stephenson";"Wynalazki"
"Kim z zawodu był Ignacy Łukasiewicz, twórca lampy naftowej?";"Aptekarzem";"Wynalazki"
"Kto pierwszy skonstruował fortepian?";"Bartolomeo Cristofori (w 1711 roku)";"Wynalazki"
"Kto w 1897 roku zbudował wysokoprężny silnik o samoczynnym zapłonie?";"Rudolf Diesel";"Wynalazki"
"Nazwisko wynalazcy rewolweru?";"Samuel Colt";"Wynalazki"
"Jak nazywa się przyrząd nawigacyjny wynaleziony przez Hadleya w 1731 roku?";"Sekstans";"Wynalazki"
"Jak nazywał się jeden z twórców telewizji (1888–1946), wynalazca noktowizora?";"John Logie Baird";"Wynalazki"
"Kto jest wynalazcą peryskopu?";"Johannes Hevelius (1637 rok)";"Wynalazki"
"Kto skonstruował pierwszy szybowiec?";"Otto i Gustaw Lilienthal";"Wynalazki"
"W którym wieku wynaleziono mikroskop?";"Na początku XVII wieku";"Wynalazki"
"Kto wynalazł dynamit?";"Alfred Nobel";"Wynalazki"
"Kto w 1657 roku skonstruował pierwszy zegar wahadłowy?";"Christiaan Huygens (1627–1695)";"Wynalazki"
"Kto wynalazł aparat telegraficzny?";"Samuel Morse";"Wynalazki"
"Jak nazywa się wielbłąd dwugarbny?";"Baktrian";"Zoologia"
"Jak nazywa się zwierzę o wspaniałych, rozgałęzionych rogach, żyjące w Arktyce, które w baśni zaprzężone jest do sań św. Mikołaja?";"Renifer";"Zoologia"
"Które słonie mają większe uszy: indyjskie czy afrykańskie?";"Afrykańskie";"Zoologia"
"Jak nazywa się największa małpa człekokształtna?";"Goryl";"Zoologia"
"Który kontynent zamieszkuje ptak o nazwie „emu”?";"Australię";"Zoologia"
"Proszę podać nazwę jaszczurki, która łatwo zmienia ubarwienie przystosowując się do tła?";"Kameleon";"Zoologia"
"Czym żywi się koliber?";"Nektarem kwiatów";"Zoologia"
"Krzyżówką których zwierząt jest muł?";"Konia i osła";"Zoologia"
"Na którym z kontynentów żyją pandy?";"W Azji";"Zoologia"
"Czy istnieją ssaki posiadające zdolność lotu?";"Tak (np. nietoperze)";"Zoologia"
"Czy delfin jest ssakiem?";"Tak";"Zoologia"
"Amerykańskim krewniakiem żubra jest…?";"Bizon";"Zoologia"
"Co jedzą misie koala?";"Pędy eukaliptusa";"Zoologia"
"Do której rodziny zwierząt należy lama?";"Do wielbłądów";"Zoologia"
"Kiwi to ginący ptak nielot. Gdzie znajduje się jego ojczyzna?";"W Nowej Zelandii";"Zoologia"
"W którym roku utworzony został Związek Socjalistycznych Republik Radzieckich?";"30 grudnia 1922 roku";"ZSRR: Polityka, Historia, Gospodarka"
"Ile wynosiła powierzchnia Związku Radzieckiego?";"22,4 mln km²";"ZSRR: Polityka, Historia, Gospodarka"
"Które miasto, założone w 1255 r. przez Krzyżaków, jest niezamarzającym bałtyckim portem i ośrodkiem stoczniowym?";"Królewiec (Kaliningrad)";"ZSRR: Polityka, Historia, Gospodarka"
